question,sentence,label,idx
To which year has the Rococo Augustus Rex Bureau Cabinet been dated?,"There are a set of beautiful inlaid doors, dated 1580 from Antwerp City Hall, attributed to Hans Vredeman de Vries.",1,1127
"Where was a beer, wine and food festival held at prior to the Super Bowl?","In addition, there are $2 million worth of other ancillary events, including a week-long event at the Santa Clara Convention Center, a beer, wine and food festival at Bellomy Field at Santa Clara University, and a pep rally.",0,1122
Before dinner what were Tesla's working hours?,"Tesla worked every day from 9:00 a.m. until 6:00 p.m. or later, with dinner from exactly 8:10 p.m., at Delmonico's restaurant and later the Waldorf-Astoria Hotel.",0,231
What are dart frogs are known to secrete?,Various species of poison dart frogs secrete lipophilic alkaloid toxins through their flesh.,0,4575
Why has Warsaw seen many improvements over the past decade?,"However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union.",0,316
What was the title given to the major project to redesign all the galleries in the museum?,The plan is expected to take about ten years and was started in 2002.,1,4823
Whose works helped Tesla recover from illness?,"Tesla said that this contact with nature made him stronger, both physically and mentally.",1,709
What percentage of Warsaw's population was Protestant in 1901?,"After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt.",1,65
What is Jacksonville's hottest recorded temperature?,"These are caused by the rapid heating of the land relative to the water, combined with extremely high humidity.",1,4945
Which Doctors were highlighted on the first audio releases on CD?,"The earliest of these featured the Fifth, Sixth and Seventh Doctors, with Paul McGann's Eight Doctor joining the line in 2001.",0,1919
In 1984 Thomas Murphy contacted Leonard Goldenson about merging ABC with what company?,"In December 1984, Thomas S. Murphy, chief executive officer of Capital Cities Communications, contacted Leonard Goldenson about a proposal to merge their respective companies.",0,2003
The business allowed for private companies to do what,The private networks were often connected via gateways to the public network to reach locations not on the private network.,1,3677
"Who asserted Russia's right to ""self-determination?""","Bolshevik leaders had effectively reestablished a polity with roughly the same extent as that empire by 1921, however with an internationalist ideology: Lenin in particular asserted the right to limited self-determination for national minorities within the new territory.",0,849
When was the Special Report on Renewable Energy Sources and Climate Change Mitigation (SRREN) issued?,"In addition to climate assessment reports, the IPCC is publishing Special Reports on specific topics.",1,4099
Which descendant of Genghis Khan sacked Baghdad?,"In 1237 Batu Khan, a grandson of Genghis Khan, launched an invasion into Kievan Rus'.",1,2883
"During the compression stage of the Rankine cycle, what state is the working fluid in?","One of the principal advantages the Rankine cycle holds over others is that during the compression stage relatively little work is required to drive the pump, the working fluid being in its liquid phase at this point.",0,1295
What is the first line of defense against pathogens that prevents them from entering an organism?,"This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.",1,1974
How many fraternities are apart of the university?,"There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega.",0,1840
When was Doctor Who created?,Since the creation of the Doctor,1,2121
Who registered the most sacks on the team this season?,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections.",1,4217
How is circuit switching charecterized,"Packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",1,169
What are cilia used for?,"Ranging from about 1 millimeter (0.039 in) to 1.5 meters (4.9 ft) in size, ctenophores are the largest non-colonial animals that use cilia (""hairs"") as their main method of locomotion.",0,2525
