label,title,content
3,Víctor Aldana, Víctor Aldana Maestre (born 9 June 1981 Badajoz Spain) is a Spanish footballer with Romanian citizenship who last played for Săgeata Stejaru.
0,Seattle Cancer Care Alliance, Seattle Cancer Care Alliance (SCCA) is a cancer treatment center located just north of downtown Seattle adjacent to Fred Hutchinson Cancer Research Center. SCCA was founded in 1998 by the Fred Hutchinson Cancer Research Center UW Medicine and Seattle Children's as a separate jointly governed entity aimed at advancing both the research and treatment of cancer.
1,Madrid Royal Conservatory, The Madrid Royal Conservatory (Spanish: Real Conservatorio Superior de Música de Madrid) is a music college in Madrid Spain.
13,Missouri Conservationist, The Missouri Conservationist is a monthly periodical published by the Missouri Department of Conservation. It was first published in 1938 by the department's predecessor the Missouri Conservation Commission.
0,Stoilensky GOK, OJSC Stoilensky GOK is an iron ore company in Russia. Its main facility the Stoilensky Mining and Beneficiation Plant (SGОК) is located in Stary Oskol in the Belgorod region. Stoilensky is associated with Novolipetsk Steel and accounts for about 15% of Russia's iron ore production. Stoilensky GOK is listed in the MICEX and RTS exchanges in Russia.
10,Tigridieae, The tribe Tigridieae is the largest from the Iridoideae subfamily and included in the Iridaceae family. It contains many perennials which have cormous rootstocks. The name of the tribe comes from its main genus - Tigridia. The tribe is native to the New World.The flowers do not always have well differentiated petals like in many other Iridoideae.
9,R. Thomas, R. Thomas (March 13 1961 – 1971) was an American Thoroughbred racehorse bred in Kentucky by Bull Hancock at his renowned Claiborne Farm. Sired by Nadir the 1957 American Co-Champion Two-Year-Old Colt his dam was Fleet Flight a daughter of 1948 U.S. Triple Crown champion Count Fleet.Raced by Roger W. Wilson and trained by former jockey David Erb R. Thomas was a top handicap horse in American middle distance racing during the mid 1960s.
9,Micromedetera, Micromedetera is a genus of fly in the family Dolichopodidae.
2,Wang Zi, Qiu Wang Zi (born 邱勝翊 ;pinyin: Qiū Shèng Yì) also known as Prince or Wang Zi is a member of a trio boyband JPM with Liao Xiao Jie/Liljay and his little brother Qiu Mao Di.He was a former member of Lollipop a Taiwanese Mandopop boyband which consists of six members Zhuang Ao Quan/Owodog Liao Xiao Jie/Liljay Yang Xiao Yu/Fabien Liao Wei Lian/William Liu A-wei and himself.
5,I.S.T. L-17, The I.S.T. L-17 Masang was a two seat single engine low wing monoplane aircraft designed and built in the Philippine Republic in the mid-1950s. It was intended for both touring and training.
12,Wise Blood (film), Wise Blood is an American-German 1979 drama film directed by John Huston and based on the 1952 novel Wise Blood by Flannery O'Connor. It was filmed mostly in and around Macon Georgia near O'Connor's home Andalusia in Baldwin County using many local residents as extras. Though largely faithful to O'Connor's novel Huston reframes many scenes from the book as broad comedy accompanied by a bluegrass banjo score. The original music score was composed by Alex North.
3,Vladimir Radkevich, Vladimir Radkevich (born 31 March 1976) is a Russian-Uzbekistani footballer who is currently playing for FK Neftchi Farg'ona.Radkevich previously played for FC Rotor Volgograd in Russian Premier League as well as FC Ural and FC SKA-Energia Khabarovsk in the Russian First Division.He is a member of the Uzbekistan national football team.
10,Michelia odora, Michelia odora is a species of plant in the Magnoliaceae family. It is found in China and Vietnam. It is threatened by habitat loss.
12,Alluri Seetarama Raju (film), Alluri Seetarama Raju is a 1974 historical Telugu film based on the life of Indian freedom fighter Alluri Sitaramaraju and produced by Padmalaya Studios. It is the 100th film of Ghattamaneni Krishna. The film is directed by V. Ramachandra Rao and written by Maharadhi Tripuraneni. It is South Indias first cinema scope film.
2,Raymond Moley, Raymond Charles Moley (September 27 1886 in Berea Ohio – February 18 1975 in Phoenix Arizona) was a leading New Dealer who became its bitter opponent before the end of the Great Depression. The son of Felix James and Agnes Fairchild Moley he was educated at Baldwin-Wallace College and Oberlin College and received his PhD from Columbia University in 1918. He taught in several schools in Ohio until 1914.
3,Nova Arianto, Nova Arianto Sartono (born in Semarang Central Java 4 November 1978; age 35 years) is an Indonesian footballer of Chinese Indonesians descent who currently plays for Pelita Bandung Raya as a defender.
4,Henry Hickmott, Henry Edward Hickmott (1853–1931) was an Australian farmer. He served as the Member of Western Australian Legislative Assembly for Pingelly from 1914 to 1924.
13,Nedeljnik, Nedeljnik (Serbian Cyrillic: Недељник) is a weekly newsmagazine published in Belgrade Serbia.Since October 2012 Nedeljnik has been published by an independent group of journalists who are also the magazine’s founders.
10,Canellaceae, The Canellaceae are a family of flowering plants in the order Canellales. The order includes only one other family the Winteraceae. Canellaceae is native to the Afrotropic and Neotropic ecozones. They are small to medium trees rarely shrubs evergreen and aromatic. The flowers and fruit are often red.Several species of Canellaceae are important in herbal medicine or as a substitute for cinnamon.
1,Raritan Valley Community College, Raritan Valley Community College (RVCC) is an accredited coeducational two-year public community college located in North Branch (within Branchburg Township) New Jersey.
9,Transtillaspis blechra, Transtillaspis blechra is a species of moth of the Tortricidae family. It is found in Colombia.
11,The Connection (soundtrack), The Connection is an album of music composed for Jack Gelber's 1959 play of the same name by jazz pianist Freddie Redd which was released on the Blue Note label in 1960. It features performances by Redd Jackie McLean Michael Mattos and Larry Ritchie. Jack Gelber originally planned for the play to feature improvised music performed by jazz musicians who would also play small roles in the production. Freddie Redd however persuaded Gelber to include his original score.
5,EP20, The EP20 (ЭП20) is a type of 6 axle Bo'Bo'Bo' electric passenger locomotive being built for Russian Railways by Transmashholding's Novocherkassk Electric Locomotive Plant. The locomotive was designed by Tekhnologii Relsovogo Transporta (TRTrans) a joint venture between Transmashholding and Alstom.An order for 200 locomotives was placed in 2010 and the first production unit formally presented in 2012.
12,Paulette (film), Paulette is a 2012 French comedy film directed by Jérôme Enrico. He wrote the script in cooperation with Bianca Olsen Laurie Aubanel and Cyril Rambour. It has been said the plot was based on true events.
6,Bethlehem Church Copenhagen, Bethlehem Church (Danish: Bethlehemskirken) is a church in the Nørrebro district of Copenhagen Denmark located on Åboulevard close to Peblinge Lake and the municipal border with Frederiksberg. Peder Vilhelm Jensen-Klint made the first sketches for the church but after his death it was completed by his son Kaare Klint and built from 1935 to 1937.
